also_known_as,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity
Sokol Cahini,,,2,,2355278,nm2733090,Acting,Sokol Cahani,,0.629
,,,2,,2355277,nm10541166,Acting,Gianni Calchetti,"Arezzo, Tuscany, Italy",6.191
,,,2,,2218474,nm7355966,Acting,Darren Lee Campbell,,1.315
,,,0,,2355275,,Acting,Dian Cathal,,0.732
,,,0,,2355274,nm9616946,Acting,Jake Cerny,,0.6
,,,1,,157990,nm0156464,Acting,Daphne Cheung,,5.325
,,,0,,2355272,nm10418242,Acting,Sam Chuck,,0.6
,,,0,,2355269,nm8931346,Acting,Victoria Coburn,,0.98
,,,1,,2545042,nm10949969,Acting,Kimberly Collison,,0.6
,,,0,,2355268,nm10222185,Acting,Tiziana Coste,,0.6
,,,0,,1977241,nm5582459,Acting,Jaylen Davis,,0.6
,,,0,,2355266,nm9513748,Acting,Kristianne-Kaith Domingo,,0.6
,,,2,,1743582,nm4366943,Acting,Andrew Dunkelberger,,0.608
Charlie Rhea Esquér,,,1,,2251712,nm9691347,Acting,Charlie Esquér,,0.972
,,,0,,2355265,nm5259328,Acting,Ria Fend,,1.646
,,,0,,2355264,nm9295319,Acting,Ferroz Fernandez,,0.6
,,,0,,2355263,nm9849546,Acting,Vincent Frattini,,0.6
,,,0,,2355262,nm4558380,Acting,Cynthia Garbutt,,0.6
,,,0,,1803535,nm0329339,Acting,Thomas Goodridge,,0.6
,,,1,,2171786,nm9132998,Acting,Sonia Goswami,,0.962
,,,0,,2355261,nm10195060,Acting,Nicholle Hembra,,0.6
,,,2,,102030,nm1072446,Acting,Michael Hennessy,,1.252
,1984-10-03,,1,,1378683,nm3272620,Acting,Meagan Holder,"Los Angeles, California, USA",5.401
Patrick Holly,,,2,,2355260,nm3960411,Acting,Patrick Doran,,0.98
"Ruth Clarson-Horrocks,Ruth Horrocks",,,1,,2219124,nm9916443,Acting,Ruth Clarson,,4.161
,,,0,,2355259,nm9659374,Acting,Chris Hyacinthe,,0.6
,2005-01-10,,2,,2088881,nm9985332,Acting,Michael Iacono,"New York City, New York, USA",1.335
,,,0,,2355258,nm9026501,Acting,Roman Ibragimov,,0.6
,,,0,,2355257,nm10317423,Acting,Theo Ip,,0.6
,,,0,,2355256,nm10239432,Acting,Timothy Christian Jansen,,0.6
,,,0,,2110769,nm9249991,Acting,Keon Kendrick,,0.6
,,,0,,2281898,nm10201921,Acting,Camille Kinloch,,0.6
,1976-10-12,,2,,2545135,nm4525323,Acting,Michal Kubal,,0.6
,,,0,,1653333,nm7038328,Acting,Hannah Kurczeski,,2.241
,,,1,,2219130,nm6951907,Acting,Géraldine Lamarre,,0.6
,,,0,,2355254,nm5008143,Acting,Jimena Larraguivel,,0.6
,,,2,,2069411,nm9622275,Acting,Rich Lawton,,0.6
,,,1,,2219138,,Acting,Kath Leroy,,2.241
,1993-06-04,,2,,1497349,nm6818702,Acting,Gavin Lee Lewis,"Wales, UK",1.258
,,,0,,2545138,nm10989897,Acting,Patrick Loh,,2.555
,,,2,,27649,nm0519034,Acting,Joseph Long,,5.154
,,,2,,2545141,nm6631007,Acting,Marian Lorencik,,0.674
,,,0,,2545144,nm9838395,Acting,Ketan Majmudar,,0.828
,,,0,,2219135,nm7678736,Acting,Tony Mardon,,1.35
"Antonin Masek,Antonín Maska,Tony Mašek",1998-04-01,,2,,2320605,nm5524371,Acting,Antonín Mašek,,2.236
,,,0,,2545148,nm11053894,Acting,Eustace Meade,,0.6
,,,0,,2355252,nm8137631,Acting,Bradley Wj Miller,,0.856
,,,0,,2545153,nm10234831,Acting,Melissa Beth Miller,,0.6
,,,0,,2355251,,Acting,Julia Mollin,,0.6
,,,0,,2219136,nm9739928,Acting,Adrian Mozzi,,1.927
,,,2,,2355250,nm3155836,Acting,Brendan Murphy,,0.766
,,,1,,2219141,nm2281929,Acting,Amanda Musso,,0.6
,,,1,,2219129,,Acting,Emily Ng,,1.258
,,,2,,2355249,nm7263248,Acting,Daniel Olson,,0.6
,,,0,,2355248,nm10072743,Acting,Karen Parks,,0.6
,,,2,,1973190,nm9316536,Acting,Hiten Patel,,5.058
,,,0,,2355247,nm8519788,Acting,Clay Pel-is,,0.6
,,,0,,1069213,nm3089495,Acting,Luigi Petrazzuolo,,2.18
Александрс Петуховс,1967-03-23,,2,,1961444,nm1319840,Acting,Aleksandrs Petukhovs,"Riga, USSR (Latvia)",1.4
,,,1,,1979097,nm7607949,Acting,Annie Pisapia,,3.05
,,,0,,2355246,nm4854748,Acting,Martin Polak,,0.6
Jivan Ramesh,2008-05-25,,2,,2216605,nm9990380,Acting,Jivan Xander Ramesh,,1.22
,,,0,,1735655,nm5995060,Acting,Mike Ray,,0.6
,,,0,,2355245,nm10510677,Acting,Sofia Renee,,0.6
,,,0,,2219133,nm9137834,Acting,Daniel Rennis,,0.6
,,,0,,2545210,nm10105199,Acting,Sawyer Reo,,0.995
,,,2,,2317686,nm10669208,Acting,Cailan Robinson,,1.4
,,,0,,2355244,nm9478171,Acting,Emmanuel Rodriguez,,0.648
,,,2,,2355243,nm3174945,Acting,Ray Rosario,,0.6
,,,2,,2205337,nm8198479,Acting,Daniel Ryves,,0.982
,,,0,,2545219,nm10921073,Acting,Maurice Sardison,,0.6
,,,1,,2251722,nm9089965,Acting,Susanne Schraps,,0.6
,,,0,,2355240,nm9407278,Acting,Karen-J Sear,,0.6
,,,0,,2355239,nm8817093,Acting,Ilya Tank Shilov,,1.008
Davina Williams,,,1,,2137927,nm9137825,Acting,Davina Sitaram,,2.164
,,,2,,1853975,nm7813817,Acting,Joakim Skarli,,2.923
,,,0,,2219143,nm5261845,Acting,Paul Slim,,0.6
,,,0,,2545224,,Acting,Richard Stanley,,1.018
,,,0,,2355238,nm3432102,Acting,Lucas Antoine Starrets,,0.608
,,,0,,1663426,nm4285609,Acting,Faith Tarby,,0.6
,,,0,,2355237,,Acting,Emily Tebbutt,,0.912
,,,0,,2355236,,Acting,Oskar Ulvestad,,0.6
Lesdy Vanessa Amu Zamora,,,1,,2355235,nm10369229,Acting,Lesdy Vanessa,,0.6
Jessica Vanoss,,,1,,1956099,nm9347820,Acting,Jessica VanOss,,1.415
,,,2,,1641878,nm3789860,Acting,Joe David Walters,,2.809
,,,1,,1739873,nm7658881,Acting,Jo Wheatley,"Surrey, England, UK ",0.98
,,,0,,2355234,nm10450842,Acting,Dale Wilder,,0.6
,,,0,,2219134,nm6869885,Acting,Rocco Wu,,0.98
,,,0,,2545225,nm10195065,Acting,Jan Zalabak,,1.4
,,,0,,2219122,,Acting,Samantha Mishinski,,0.6
,,,0,,2355241,,Acting,Alessandro Sciarra,,0.608
,,,2,,2355253,nm10791166,Acting,Aristou Meehan,,1.313
,,,2,,4854,nm0591459,Production,David Minkowski,,2.094
,,,0,,4856,nm0830299,Production,Matthew Stillman,,1.336
Marteki Anoff,1956-05-23,,0,,15525,nm0030454,Costume & Make-Up,Matiki Anoff,,1.4
,,,1,,15733,nm0429360,Art,Tina Jones,,0.929
,,,1,,54745,nm1166934,Art,Bárbara Pérez-Solero,,0.6
"Charles V. Beal,Charles Beal,Charlie Beal,Charley Beale",,,2,,56697,nm0063599,Art,Charley Beal,,1.027
,,,2,,75111,nm1510696,Camera,Iain Mackay,,0.6
,,,2,,222787,nm1940108,Sound,Petr Čechák,,0.715
,,,1,,970407,nm0096719,Art,Livia Borgognoni,,0.6
,,,2,,1094152,nm2028938,Camera,Matthew J. Lloyd,,1.4
,,,0,,1141720,nm1838078,Art,James Eubank,,0.6
,,,0,,1149978,nm3608026,Art,Mimi Violette,,0.6
,,,0,,1350255,nm0349403,Camera,Rodrigo Gutierrez,,1.22
"Karen Vassar,Karen Vasser,Karen Triest",,,1,,1377293,nm1192982,Sound,Karen Vassar Triest,,0.6
"Andrew Sissions,Andy Sissons",,,2,,1380897,nm0803105,Crew,Andrew Sissons,,0.6
"Deidre Horgan,Deirdre Horgan Aska",,,1,,1389601,nm0394626,Directing,Deirdre Horgan,,1.4
,,,0,,1395731,nm0551873,Lighting,Alan Martin,,0.6
,,,0,,1397804,nm3661597,Directing,Holly Johnson,,1.094
,,,0,,1398908,nm1780699,Art,Katerina van Gemundova,,0.6
,,,0,,1411137,nm2670709,Lighting,Jonathan Spencer,,0.608
,,,0,,1417173,nm2664429,Costume & Make-Up,Nicola Pope,,0.6
,,,0,,1426336,nm0680972,Camera,Richard Philpott,,1.708
,,,0,,1430501,nm0109940,Costume & Make-Up,Daryl Bristow,,0.725
,,,0,,1434747,nm4935887,Editing,Anna Sweeney,,0.6
,,,0,,1444772,nm2039791,Costume & Make-Up,Layna Roberts,,0.6
,,,0,,1448260,nm2468832,Visual Effects,Jörn Großhans,,0.6
,,,0,,1458559,nm0552477,Lighting,Jason Martin,,0.6
,,,2,http://www.larkinseiple.com/,1458711,nm1968690,Camera,Larkin Seiple,,2.412
Dan Boxer,,,2,,1522046,nm0101529,Art,Daniel Boxer,,0.6
Kat Pearl,,,1,,1524116,nm7177140,Art,Katherine Pearl,,0.84
,,,1,,1534692,nm0924157,Camera,JoJo Whilden,,0.6
,,,0,,1539786,nm1075705,Costume & Make-Up,Peter Paul,,1.4
,,,0,,1545994,nm0167926,Camera,Shaun Cobley,,1.228
,,,0,,1546745,,Costume & Make-Up,Jane Gooday,,0.6
,,,0,,1547761,,Costume & Make-Up,Marina Ray,,0.609
,,,0,,1575336,,Costume & Make-Up,Moira Shaughnessy,,1.048
"Linda Dvorakova,Linda Dvoráková,Linda Dvořáková,Linda Eisenhamerova",1979-04-20,,1,,1582778,nm1227443,Costume & Make-Up,Linda Eisenhamerová,,0.84
,,,0,,1584087,,Crew,Rodrigo Busto,,0.828
"Tamsin Dorling Barbosa ",,,0,,1621448,,Costume & Make-Up,Tamsin Dorling,,0.6
,,,0,,1633494,,Camera,Jonathan Beattie,,0.6
,,,0,,1651209,,Lighting,Robert B. Dechellis,,0.6
,,,0,,1691957,,Lighting,Hanoi De La Paz,,0.6
Mike Gallart,,,2,,1695804,nm0302646,Lighting,Michael Gallart,,0.6
"Gabriela Polakova,Gabina Polakova,Gabriela Polákova,Gabriela Polaková,Gábina Poláková",,,1,,1699511,nm1666372,Costume & Make-Up,Gabriela Poláková,,0.98
,,,0,,1718131,,Costume & Make-Up,Seana Gorlick,,0.6
,,,0,,1772293,,Costume & Make-Up,Anthony Drewett,,0.98
,,,0,,1790003,,Visual Effects,Richard Fox,,0.6
,,,1,,1797888,,Production,Olivia Brittain,,0.994
,,,0,,1819554,,Camera,Simon Muir,,0.6
,,,2,,1849428,nm0524086,Visual Effects,Brad Lucas,,0.6
,1962-12-23,,2,http://direcciondearte.com,1857175,,Art,Mirko von Berner,"Mexico, D. F., Mexico",0.6
,,,0,,1935968,,Art,Renate Nicolaisen,,0.6
,,,0,,1938143,,Sound,Hunter Berk,,0.6
,,,0,,1945199,,Art,Jiri Matura,,0.619
,,,0,,1956204,,Camera,Kevin Baker,,0.6
,,,0,,1961773,,Costume & Make-Up,Max Brennan,,0.6
Colin Fraser,,,0,,1974555,,Art,Colin H. Fraser,,0.608
,,,0,,1990991,nm1444199,Sound,Gabriel Sanders,,0.84
,,,0,,2073939,,Costume & Make-Up,Jacqueline Mulligan,,0.6
,,,0,,2122860,,Costume & Make-Up,Barbara Sweryda,,0.6
,,,0,,2133961,,Crew,Xavier Guillen,,0.6
,,,0,,2158204,,Costume & Make-Up,Meghan Corea,,0.6
,,,0,,2170075,,Costume & Make-Up,Rachel Lennon,,0.6
,,,0,,2228011,,Production,Jirí Hrstka,,0.828
,,,0,,2258005,,Sound,Mario De Socio,,0.6
,,,0,,2269533,,Costume & Make-Up,Nina Jagersbacher,,0.6
,,,2,,2294001,nm0074696,Sound,Dicken Berglund,,0.6
Xuria Cristobal Portillo,,,0,,2294439,,Art,Xuria Cristobal,,0.6
,,,0,,2399190,,Sound,Julian Townsend,,0.6
,,,0,,2435608,,Production,Shannon Avalos,,0.6
,,,0,,2439801,,Camera,Andrea Arnone,,1.632
,,,0,,2455217,,Costume & Make-Up,Blair Aycock,,0.6
,,,0,,2455262,,Camera,Eddie Flores,,0.6
,,,0,,2455265,,Camera,Ricky Loncaric,,0.98
,,,0,,2455267,,Camera,Robert Stile,,0.656
,,,0,,2455270,,Lighting,Joshua Dempsey,,0.6
,,,0,,2455277,,Lighting,Brian McCafferty,,0.98
,,,0,,2455278,,Camera,Andy Thomson,,0.828
,,,0,,2455281,,Camera,Petr Stuna,,0.614
,,,0,,2455284,,Directing,Norina Mackey,,0.6
,,,0,,2456134,,Costume & Make-Up,Dagmar Pomajbikova,,0.6
,,,0,,2456135,,Costume & Make-Up,Michaela Dejmalova,,0.6
,,,0,,2456136,,Costume & Make-Up,Helen Felstead,,0.6
,,,0,,2456142,,Costume & Make-Up,Jonathan Richards,,0.6
,,,0,,2456148,,Costume & Make-Up,Anna Maria Genuise,,0.6
,,,0,,2456161,,Production,Eliza Heslop,,1.048
,,,0,,2456162,,Production,Georgia Fleury Reynolds,,0.6
,,,2,,2457145,nm6337636,Sound,Martin Švojger,,0.6
,,,0,,2457146,,Sound,Paul E. Miller,,0.732
,,,0,,2457172,,Art,Lisa Williams,,0.6
,,,0,,2457173,,Art,Petr Mazura,,0.6
,,,0,,2504689,,Crew,Daniel J. Pastor,,0.6
,,,0,,2504690,,Crew,Paul Song,,0.98
,,,0,,3085923,,Crew,Daniel Dupre,,0.6
,,,2,,3240405,,Visual Effects,Jared Hasselbach,,1.025
,,,0,,3360479,,Visual Effects,Jasper M. Baltzersen,,0.6
,,,0,,3360480,,Visual Effects,Eric Timm,,0.6
,,,0,,3593568,,Crew,Douglas James Smith,,0.98
,,,2,,3620813,nm0126344,Sound,Sean Byrnes,,1.176
,,,2,,3767582,nm4619524,Crew,Joe Watts,,0.6
"Mirelle Enos ",1975-09-22,,1,,175826,nm0257969,Acting,Mireille Enos,"Houston, Texas, USA",14.874
,1989-03-11,,1,,1180907,nm2020146,Acting,Daniella Kertesz,"Jerusalem, Israel",11.326
,1951-08-26,,2,,119297,nm0091253,Production,Ludi Boeken,"Amsterdam, Netherlands",4.501
,1966-07-14,,2,,28657,nm0289142,Acting,Matthew Fox,"Abington, Pennsylvania, USA",20.686
,1971-05-13,,2,,2607,nm0596350,Acting,Fana Mokoena,,6.719
피터 카팔디,1958-04-14,,2,,12982,nm0134922,Acting,Peter Capaldi,"Glasgow, Scotland, UK",21.058
Пьерфранческо Фавино,1969-08-24,,2,http://www.pierfrancescofavino.it/,17839,nm0269419,Acting,Pierfrancesco Favino,"Rome, Italy",7.39
루스 네가,1982-01-07,,1,,17018,nm1550948,Acting,Ruth Negga,"Addis Ababa, Ethiopia",11.476
,1971-08-13,,2,,677,nm0001953,Acting,Moritz Bleibtreu,"Munich, Bavaria, Germany",8.246
,1999-02-03,,1,,1027850,nm4228422,Acting,Abigail Hargrove,"Dallas, Texas, USA",3.917
Fabrizio Zacharee Guido,1999-05-28,,2,,1180908,nm2084263,Acting,Fabrizio Guido,"Los Angeles, California, USA",3.839
"John Gordon-Sinclair,Gordon John Sinclair,Gordon Sinclair",1962-02-04,,2,,97884,nm0329947,Acting,John Gordon Sinclair,"Glasgow, Scotland, UK",5.981
,1976-08-13,,2,,1040850,nm0280081,Acting,Grégory Fitoussi,"Paris, France",3.292
,1962-09-21,,2,,1233161,nm0390236,Acting,Mark Holden,,1.4
Timothy James Baerrington,,,2,,30444,nm0077401,Acting,Tim Berrington,,2.148
"Константин Хабенский,Konstantin Habenskij,Konstantin Khabensky,Konstantin Chabenski",1972-01-11,,2,,23440,nm0450975,Acting,Konstantin Khabenskiy,"Leningrad, USSR [now Saint Petersburg, Russia]",5.815
,1981-07-18,,2,,91520,nm0401264,Acting,Michiel Huisman,"Amstelveen, Noord-Holland, Netherlands",14.34
,,,2,,1218392,nm4707183,Acting,Mike Noble,,2.588
,,,2,,2374891,,Acting,Ernesto Cantu,,0.652
Vicky Araico Casas,,,1,,530393,nm4190535,Acting,Vicky Araico,,7.537
Graham Anthony Hornsby,,,2,,578700,nm2022919,Acting,Graham Hornsby,,1.789
Nick Barlett,,,2,,19704,nm0058867,Acting,Nick Bartlett,,3.083
,,,2,,1524851,nm4479032,Acting,Ruari Cannon,,0.98
,,,2,https://www.geckotheatre.com/ryen-perkins-gangnes,2389169,,Acting,Ryen Perkins-Gangnes,,0.6
,,,2,,219506,nm1716920,Acting,Khalid Laith,,2.234
Noa Paulina Bodner,,,1,,2389170,nm2772419,Acting,Noa Bodner,,1.063
,1984-09-11,,2,,1221048,nm1246388,Acting,Troy Glasgow,"Waterloo, London, England, UK",2.153
,1985-01-03,,1,,1694513,,Acting,Julia Levy-Boeken,"Paris, France",2.292
"אסף בן שמעון,Asaf Haim Ben Shimon",,,2,,1507325,nm3963700,Acting,Assaf Ben-Shimon,,1.171
,,,2,,1781747,,Acting,Gil Cohen-Alloro,,1.4
,,,2,,1523665,nm1516159,Acting,Yaniv Rokah,,1.4
,,,2,,2389172,,Acting,Shaul Ezer,,0.6
,,,2,,2389173,,Acting,Linoy Aynesaz,,0.6
,,,2,,2389174,,Acting,Efrat Avni,,1.38
,,,2,,1291431,nm5715512,Acting,Maisam Masri,,0.6
,,,2,,121615,nm0785992,Acting,Renu Setna,"Karachi, Pakistan",2.171
,1975-07-28,,2,,81480,nm1035854,Acting,Ori Pfeffer,"Gerusalemme, Israele",3.074
,,,2,,2389176,,Acting,Imran Mraish,,0.668
,,,2,,2238902,,Acting,Yousef Hayyan Jubeh,,0.608
Richard Thompson,,,2,,1321379,nm1686271,Acting,Richard Thomson,,3.17
,,,2,,1150283,nm2080237,Acting,Ewan Ross,,1.75
,,,2,,2389186,,Acting,Song Xuan Ke,,0.84
,,,2,,2389187,,Acting,Christian Wong,,0.98
,,,2,,2389188,,Acting,Denis Ischenko,,0.6
"Nikola Djuricko,Nikola Đuričko",1974-07-09,,2,,111058,nm0229314,Acting,Nikola Đuričko,"Belgrade, Serbia",5.032
,1983-11-26,,1,,583600,nm2580536,Acting,Elen Rhys,"Aberystwyth, Wales, UK",12.394
,,,1,,2389193,,Acting,Paula Videniece,,0.6
Doron Davidson-Vidavski,,,2,,1816693,nm4336614,Acting,Doron Davidson,,0.678
,,,2,,1020045,nm1117771,Acting,Lee Colley,,0.7
Mike Jenn,,,2,,62106,nm0421044,Acting,Michael Jenn,,6.041
,,,1,,1776226,nm5715891,Acting,Sarah Amankwah,,2.697
Anna Biczok,,,1,,2389197,,Acting,Anna Biczik,,0.972
,,,2,,2389198,nm5994557,Acting,Gábor Czap,,0.6
,,,1,,2281161,,Acting,Katalin Dombi,,0.6
Enikö Fülöp,,,1,,2069535,nm6041721,Crew,Eniko Fulop,,7.29
,,,2,,2389202,,Acting,Istvan Karikas,,0.6
,,,1,,2389203,,Acting,Andrea Meszaros,,1.38
Gergely Mezaros,,,2,,2389204,,Acting,Gergely Mészáros,,1.4
Peter Molnar,,,2,,2389206,,Acting,Peter Molnár,,0.84
Lambert Toth,,,2,,936969,nm3826234,Acting,Lambert Tóth,,0.6
"Roland Tzefetas,Roland Tzafetaas",1974-12-30,,2,,1675718,nm0879248,Acting,Roland Tzafetás,Hungary,3.06
,,,2,,2389208,,Acting,Jeno Radi,,0.6
Adam Zambricky,,,2,,1493398,nm5978587,Acting,Adam Zambryzcki,,1.837
Maddox Chivan Jolie-Pitt,2001-08-05,,2,,1242862,nm2496776,Acting,Maddox Jolie-Pitt,Cambodia,1.873
,,,1,,3000943,nm3008875,Acting,Alma Rix,,0.6
,,,2,http://hartwigbros.com,1038662,nm3418610,Acting,Ryan Hartwig,,3.122
,,,0,,4089904,,Acting,Dayle Teegarden,,0.6
,,,2,,10123,nm0059242,Editing,Roger Barton,,1.4
,1969-11-30,,2,,12995,nm0286975,Directing,Marc Forster,"Illertissen, Germany",8.64
Matt Chessé,,,2,,13005,nm0156276,Editing,Matt Chesse,,0.603
Bradford Simpson,1973-02-16,,2,,32608,nm0800922,Production,Brad Simpson,"Washington, District of Columbia, USA",1.838
,,,1,,20458,nm0306890,Production,Dede Gardner,"Chicago, Illinois, USA",3.112
,,,2,,36603,nm1996352,Writing,Matthew Michael Carnahan,,2.753
,,,2,,41330,nm1868509,Production,Paul Schwake,,1.824
,,,2,,114479,nm2593874,Production,Tim Headington,,2.208
Damon Laurence Lindelof,1973-04-24,,2,,28974,nm0511541,Writing,Damon Lindelof,"Teaneck, New Jersey, USA",4.269
,1972-05-22,,2,,112044,nm0112150,Writing,Max Brooks,"New York City, New York, USA",3.344
,,,2,,117229,nm0011245,Sound,Nick Adams,,0.6
,,,2,,967387,nm1250070,Production,Jeremy Kleiner,,2.714
"Birislav Illiev,Borislav Illiev,Borislav Liliev,Borislav Lliev,Bobby Iliev",,,2,,1167321,nm0407709,Crew,Borislav Iliev,"Downtown Sofia, Bulgaria",12.553
,,,0,,1193984,nm1427640,Camera,Stephanie Martin,,0.6
,,,0,,1296445,nm1174730,Art,Ben Collins,,0.694
,,,0,,1337409,nm0832083,Sound,Nigel Stone,,0.98
Tobias Pope,,,2,,1345597,nm1255665,Sound,Tobias Poppe,,2.092
,,,2,,1347755,nm0277941,Sound,John Finklea,,0.699
,,,2,,1355962,nm0359486,Sound,Tim Hands,,1.122
,,,0,,1411244,nm0514666,Sound,Steve Little,,0.6
,,,0,,1541842,nm0789127,Lighting,Paul Sharp,,0.6
,,,1,,1555226,,Costume & Make-Up,Charlotte Law,,0.618
Matthew Johnson,,,0,,1583827,nm0425778,Visual Effects,Matt Johnson,,0.6
,,,0,,1715580,,Sound,Dawn Gough,,0.6
Tiffany Carpenter,,,1,https://www.tiffanymcarpenter.com/,2156123,nm3538887,Art,Tiffany M. Carpenter,,1.284
Natasha Back,,,1,,2171188,nm1557496,Camera,Tasha Back,,0.6
,,,2,,2379572,,Directing,Jeff Taylor,"Portsmouth, United Kingdom",0.84
Rachel Clarke,1981-07-11,,0,,2448164,nm1991636,Camera,Rachel Clark,"Gateshead, Tyne and Wear, England, UK",0.6
,,,0,,3166678,,Production,Celeste Talaszek,,0.6
"Оливия Кук,올리비아 쿡,Olivia Kate Cooke,奥利维亚·库克,オリヴィア・クック",1993-12-27,,1,http://www.shepherdmanagement.co.uk/actor/cooke-olivia,1173984,nm4972453,Acting,Olivia Cooke,"Oldham, Greater Manchester, England, UK",27.493
Lena D. Waithe,1984-05-17,,1,,1059572,nm2913119,Acting,Lena Waithe,"Chicago, Illinois, USA",5.604
"Zhao Jia-zheng,赵家正,Zhao Jiazheng,Jiazheng Zhao",2004-09-20,,2,,1721235,nm8354830,Acting,Philip Zhao,"Rockville, Maryland, U.S.",4.195
"森崎ウィン,森崎温",1990-08-20,,2,https://columbia.jp/morisakiwin,1561997,nm3359104,Acting,Win Morisaki,"Yangon, Myanmar",9.024
,1971-06-05,,1,,42571,nm0528462,Acting,Susan Lynch,"Corrinshego, Newry, Northern Ireland",12.332
,1955-11-10,,1,,45588,nm0383354,Acting,Clare Higgins,"Bradford, Yorkshire, England",14.717
,1985-12-25,,1,,207549,nm0917347,Acting,Perdita Weeks,"Cardiff, Wales",20.281
,1976-03-15,,1,,265855,nm0682999,Acting,Cara Pifko,"Toronto, Ontario, Canada",7.774
,,,2,,109423,nm0152059,Acting,Vic Chao,,2.315
,1990-01-08,,1,,1252496,nm4925834,Acting,Cara Theobold,"Wakefield, Yorkshire, England, UK",7.983
,1991-11-30,,2,,1981093,nm7040405,Acting,Joel MacCormack,"Norwich, Norfolk, England, UK",2.369
킷 코너,2004-03-08,,2,,1538851,nm5598573,Acting,Kit Connor,"London, England, UK",14.231
,,,2,,2008211,nm9717414,Acting,Antonio Mattera,,1.219
,1985-08-31,,1,,1399750,nm3664502,Acting,Kae Alexander,"Kobe, Hyogo, Japan",3.138
,,,2,,1531475,nm5038093,Acting,Adolfo Álvarez,,2.311
,,,0,,2008207,nm6131300,Acting,Alonso Alvarez,,0.706
Jadah Johnson Marie,2005-06-02,,1,,2008208,nm7065843,Acting,Jadah Marie,"Fontana, California, U.S.",3.395
,,,1,,1585090,nm7039420,Acting,Arianna Jaffier,,2.03
,2003-10-25,,2,,1378129,nm4110566,Acting,Armani Jackson,"Madison, Wisconsin, USA",4.299
,2000-03-06,,2,,114446,nm3161916,Acting,Jacob Bertrand,"Los Angeles, California, USA",16.351
,,,2,,1394387,nm2046036,Acting,Gareth Mason,,1.715
Ronke Adekoluejo,,,1,https://www.unitedagents.co.uk/ronke-ad%C3%A9kolu%E1%BA%B9jo,1816288,nm6276004,Acting,Ronkẹ Adékoluẹjo,"London, England, UK",3.857
丹尼爾索加迪,1999-02-20,,2,,1375795,nm6002170,Acting,Daniel Zolghadri,"Southern California, California, USA",4.388
,,,0,,2008212,nm9718188,Acting,William Gross,,0.6
,,,2,,1052257,nm1736605,Acting,Laurence Spellman,,3.305
" Julia Nickson-Soul,Julie Nickson,茱莉亚·尼克森",1958-09-11,,1,,16578,nm0630100,Acting,Julia Nickson,Singapore,12.627
,,,1,,1823584,nm7659211,Acting,Kiera Bell,,0.6
,,,2,,1587576,nm5770115,Acting,James Dryden,,1.4
,,,2,,1972476,nm9028320,Acting,Jayden Fowora-Knight,"South London, England, UK",2.586
,1991-03-18,,2,,1474032,nm6100857,Acting,Turlough Convery,Ireland,8.441
,,,1,,2054075,,Acting,Rona Morison,,5.051
"Elliot Barnes Worrell,Elliot Barnes",,,2,,1479302,nm3471316,Acting,Elliot Barnes-Worrell,"Peckham, London, England, UK",4.408
,,,2,,1826748,,Acting,Asan N'Jie,,1.539
,,,1,,2565433,,Acting,Amy Clare Beales,,2.707
,,,1,http://www.rachealofori.com,2553625,nm6906799,Acting,Racheal Ofori,,1.68
,,,0,,2700414,,Acting,Emily Beacock,,0.6
,,,0,,1950953,nm7978934,Acting,Rosanna Beacock,,0.6
Gem Refoufi,,,1,,1389198,nm3467480,Acting,Gemma Refoufi,,1.292
,,,1,,2615219,,Acting,Jane Leaney,,0.842
,1988-01-01,,2,,1941216,nm3711953,Acting,Robert Gilbert,"London, England, UK",6.421
,,,2,,2409474,,Acting,Stephen Mitchell,,0.6
,,,2,,2700415,,Acting,Joshua Archer,,0.694
,,,1,,2059519,,Acting,Avye Leventis,,0.6
,,,2,,1427990,nm4661115,Acting,Joe Hurst,,2.048
,,,0,,1985977,,Acting,Eric Sigmundsson,,0.777
,,,1,,2700419,,Acting,Danielle Phillips,,1.4
,,,0,,2700421,,Acting,Khalil Madovi,,0.6
,1971-01-01,,2,,1373647,nm0056068,Acting,Paul Barnhill,"Knutsford, Cheshire, England, UK",2.319
,,,0,,2700426,,Acting,Maeve Bluebell Wells,,1.103
,,,2,,1464454,,Acting,Neet Mohan,,3.3
Georgie Bleu Farmer,2001-05-26,,2,,1908241,nm6751671,Acting,Georgie Farmer,"Leytonstone, London, England",12.812
,,,1,,1647690,nm8342424,Acting,Kathryn Wilder,,6.154
,,,2,,1665610,nm7424139,Acting,Ian Davies,,3.248
Dallas Young,,,2,,1892090,nm7972752,Acting,Dallas Dupree Young,,16.905
,,,2,,3146962,nm1427506,Acting,Gavin Marshall,,0.6
,1961-01-01,,2,,4769,nm0526917,Production,Daniel Lupi,USA,4.086
,,,0,,40758,nm0694391,Art,Dermot Power,,0.6
,1961-04-21,,0,,15512,nm0165947,Art,Fergus Clegg,"Hammersmith, London, England, UK",0.67
,,,0,,43159,nm1120931,Costume & Make-Up,Niamh O'Loan,,1.01
,,,2,,58470,nm0209773,Production,Donald De Line,,1.136
,,,2,,62735,nm1141776,Acting,Dorian Kingi,,3.144
,1972-03-29,,2,,74624,nm2094392,Writing,Ernest Cline,"Ashland, Ohio, USA",1.857
,,,0,,188270,nm0061898,Crew,Michael Bauer,,1.176
