title,year,imdbid,id,rating
Naked,2017,6048930,7788,2
Death Note,2017,1241317,7794,0
What Happened to Monday,2017,1536537,7795,3
It,2017,1396484,7799,3
Mother!,2017,5109784,7803,2
"I, Tonya",2017,5580036,7806,3
Ingrid Goes West,2017,5962210,7808,3
"Book of Birdie, The",2017,5142400,7811,3
Amityville: The Awakening,2017,1935897,7864,3
"Wall, The",2017,4218696,7863,0
Geostorm,2017,1981128,7860,3
"Square, The",2017,4995790,7859,1
"Foreigner, The",2017,1615160,7858,1
Revelator,2017,5296086,7825,3
Kingsman: The Golden Circle,2017,4649466,7826,1
American Assassin,2017,1961175,7827,3
Happy Death Day,2017,5308322,7857,3
Battle of the Sexes,2017,4622512,7856,3
Band Aid,2017,5816374,7833,3
On Body and Soul,2017,5607714,7838,3
Revenge,2017,6738136,7839,0
Felicite,2017,5980798,7841,3
Lady Bird,2017,4925292,7843,3
seven sisters,2017,4956232,7844,3
Blade Runner 2049,2017,1856101,7846,3
Gerald&#39;s Game,2017,3748172,7847,3
My Little Pony: The Movie,2017,4131800,7850,3
Good Time,2017,4846232,7855,3
Professor Marston and the Wonder Women,2017,6133130,7852,3
Un beau soleil interieur,2017,6423776,7853,2
Victoria &amp; Abdul,2017,5816682,7854,2
Home Again,2017,5719700,7868,3
Wheelman,2017,5723286,7869,1
Pilgrimage,2017,3531202,7870,0
Only the Brave,2017,3829920,7872,2
"Death of Stalin, The",2017,4686844,7874,1
Thor: Ragnarok,2017,3501632,7875,1
47 Meters Down,2017,2932536,7883,3
Jigsaw,2017,3348730,7884,3
"Mad Ones, The",2017,3887208,7887,3
Pokemon the Movie: I Choose You!,2017,6595896,7888,3
Seagull,2017,5997830,7894,3
OM+ME,2017,7341676,7895,3
"Meyerowitz Stories (new and selected), The",2017,5536736,7896,1
"Florida Project, The",2017,5649144,7897,3
Marshall,2017,5301662,7899,1
Wonder,2017,2543472,7903,3
Dim the Fluorescents,2017,6029106,7904,3
Justice League,2017,0974015,7906,3
6 days,2017,4703048,7908,0
Sand Castle,2017,2582576,7909,0
"Man with the Iron Heart, The",2017,3296908,7910,1
"Punisher, The",2017,5675620,7913,3
Murder on the Orient Express,2017,3402236,7919,3
Batman vs. Two-Face,2017,6142314,7920,3
Coco,2017,2380307,7930,3
Transformers: The Last Knight,2017,3371366,7934,1
"Nut Job 2: Nutty By Nature, The",2017,3486626,7936,3
Psych: The Movie,2017,6868216,7939,3
"Only Living Boy in New York, The",2017,0460890,7940,1
Nogemu noraifu: Zero,2017,5914996,7941,3
A Christmas Prince,2017,7608418,7942,3
El Camino Christmas,2017,3255590,7945,2
Star Wars: The Last Jedi,2017,2527336,7946,3
Molly&#39;s Game,2017,4209788,7948,3
"Babysitter, The",2017,4225622,7949,3
"Disaster Artist, The",2017,3521126,7950,3
"Shape of Water, The",2017,5580390,7951,3
"Three Billboards Outside Ebbing, Missouri",2017,5027774,7953,3
Wonder Wheel,2017,5825380,7954,3
Mudbound,2017,2396589,7956,3
Kidnap,2017,1458169,7958,3
Jumanji: Welcome to the Jungle,2017,2283362,7963,3
Bright,2017,5519340,7966,3
Call Me by Your Name,2017,5726616,7970,3
Wilson,2017,1781058,7978,3
All the Money in the World,2017,5294550,7979,2
Downsizing,2017,1389072,7980,1
Bushwick,2017,4720702,7981,3
Creep 2,2017,3654796,7982,0
"Greatest Showman, The",2017,1485796,7983,3
"Dinner, The",2017,3203620,7984,3
Ver&oacute;nica,2017,5862312,7985,3
Pitch Perfect 3,2017,4765284,7988,3
Cherry Pop,2017,4807950,7989,0
Disco,2017,7401540,7994,3
"Jesus, Bro!",2017,5878326,7995,1
Descendants 2,2017,5117876,7996,3
A Ghost Story,2017,6265828,8005,1
Sweet Virginia,2017,2582498,8074,3
Mary and The Witch&#39;s Flower,2017,6336356,8015,3
Phantom Thread,2017,5776858,8017,3
Darkest Hour,2017,4555426,8020,2
A man of integrity,2017,6776462,8023,3
Paddington 2,2017,4468740,8024,3
Berlin Syndrome,2017,3335606,8025,1
Wolf Warrior 2,2017,7131870,8026,1
La llamada,2017,5176252,8027,3
Tuntematon sotilas,2017,4065552,8031,3
Hostiles,2017,5478478,8038,3
Daddy&#39;s Home 2,2017,5657846,8042,3
"Roman J. Israel, Esq.",2017,6000478,8044,3
Beach Rats,2017,6303866,8045,3
Mayhem,2017,4348012,8046,3
Ferdinand,2017,3411444,8048,3
Loving Vincent,2017,3262342,8055,1
Mom and Dad,2017,5462326,8143,3
1922,2017,6214928,8078,1
Going In Style,2017,2568862,8329,1
"Killing of a Sacred Deer, The",2017,5715874,8089,3
I Can Speak,2017,7342204,8093,3
Singwa hamgge,2017,7160070,8094,1
Fun Mom Dinner,2017,5829040,8096,3
A Bad Moms Christmas,2017,6359956,8100,3
Thoroughbreds,2017,5649108,8103,3
"Post, The",2017,6294822,8106,3
Thelma,2017,6304046,8113,3
Ava,2017,6194530,8118,3
Lucky,2017,5859238,8127,2
You Were Never Really Here,2017,5742374,8163,1
I Kill Giants,2017,4547194,8166,3
My Friend Dahmer,2017,2291540,8172,1
"Ritual, The",2017,5638642,8176,0
"Glass Castle, The",2017,2378507,8226,3
Baywatch,2017,1469304,8230,1
Fist Fight,2017,3401882,8231,3
How to Be a Latin Lover,2017,4795124,8232,2
Petit paysan,2017,6805302,8250,1
Flower,2017,2582784,8311,3
You Get Me,2017,5539054,8307,3
A Dog&#39;s Purpose,2017,1753383,8335,1
All Eyez On Me,2017,1666185,8336,1
Sharknado 5: Global Swarming,2017,6298780,8353,3
"Endless, The",2017,3986820,8357,1
"Breadwinner, The",2017,3901826,8360,3
Diary of a Wimpy Kid: The Long Haul,2017,6003368,8371,0
Canaries,2017,4082644,8374,3
"Escape, The",2017,6069126,8379,3
Djam,2017,6814914,8384,3
First Reformed,2017,6053438,8391,1
God&#39;s Own Country,2017,5635086,8394,0
A Man Wanted (Hatooly Ragel),2017,6539420,8403,2
"Mountain Between Us, The",2017,2226597,8408,3
That&#39;s Not Me,2017,4738802,8409,3
Borg vs McEnroe,2017,5727282,8428,1
MFKZ,2017,4717402,8448,0
Apostasy,2017,4729896,8449,3
Disobedience,2017,6108178,8471,3
Gemini,2017,5795086,8487,3
Maximilian,2017,5833846,8595,2
Karera ga honki de amu toki wa (Close Knit),2017,5633706,8599,3
Signature Move,2017,5328952,8600,3
Embrasse-moi!,2017,6441072,8601,3
Mark Felt: The Man Who Brought Down the White House,2017,5175450,8621,2
Godard Mon Amour,2017,5687334,8657,1
Ghost Stories,2017,5516328,8663,1
Rings,2017,0498381,8669,2
"Wife, The",2017,3750872,8670,3
Secret Superstar,2017,6108090,8697,3
El libro de Lila,2017,6870750,8707,3
Gekijoban Fairy Tail: Dragon Cry,2017,6548966,8712,3
Unicorn Store,2017,2338454,8726,3
Jusqu&#39;a la garde (Custody),2017,6002232,8751,3
Posoki (Directions),2017,6467968,8752,1
"Bride, The",2017,6095090,8799,3
Shelter,2017,6249434,8806,3
Mr. Roosevelt,2017,6212496,9177,3
Mary Shelley,2017,3906082,8831,3
Goon: Last of the Enforcers,2017,2417712,8846,2
War Machine,2017,4758646,8847,0
Cold Skin,2017,1034385,8906,0
Burning Sands,2017,5826432,8960,2
Princess Cyd,2017,6053440,8998,3
Il demone di Laplace,2017,5791732,9010,0
Tigers Are Not Afraid,2017,4823434,9024,0
OtherLife,2017,4693358,9072,1
Back to Burgundy (Ce que nous lie),2017,5247704,9102,2
Bon Cop Bad Cop 2,2017,4738174,9105,1
Euphoria,2017,5698320,9128,3
"Midwife, The",2017,5348236,9145,3
Sun Dogs,2017,5665452,9147,2
Anna and the Apocalypse,2017,6433880,9215,3
"Lears, The",2017,5651952,9231,3
Western,2017,5157326,9236,1
"Ant&oacute;nio Um, Dois, Tr&Ecirc;s",2017,6275840,9246,3
Lean on Pete,2017,5340300,9392,1
"Cured, The",2017,3463106,9400,3
A Royal Winter,2017,6387232,9422,3
Get My Gun,2017,5833412,9455,3
Stephanie,2017,3829378,9459,3
12 feet deep,2017,5143226,9469,3
"Beyond, The",2017,5723416,9554,3
What Did Jack Do?,2017,11644096,9622,0
Bigfoot: Blood Trap,2017,3901340,9734,0
Novitiate,2017,4513316,9856,3
Landline,2017,5737862,10045,3
"Female Brain, The",2017,5752360,10024,3
Barbie Video Game Hero,2017,6185658,10053,3
Tragedy Girls,2017,3859272,10148,3
Different Flowers,2017,6096194,10638,3
Fate/Stay Night: Heaven&#39;s Feel - I. Presage Flower,2017,6129999014,10289,2
Outside In,2017,7260048,10389,3
"Assignment, The",2017,5034474,10434,1
"Bar, The",2017,5121816,10488,3
Open Water 3: Cage Dive,2017,4126568,10574,0
Ocean&#39;s 8,2018,5164214,8280,3
Truth or Dare,2018,6772950,8347,3
Leave No Trace,2018,3892172,8421,3
Pacific Rim: Uprising,2018,2557478,8134,3
Red Sparrow,2018,2873282,8145,3
Hereditary,2018,7784604,8305,3
Maze Runner: The Death Cure,2018,4500922,8056,3
Black Panther,2018,1825683,8058,3
Love per square foot,2018,7853242,8073,3
Early Man,2018,4701724,8144,1
Annihilation,2018,2798920,8077,3
Game Night,2018,2704998,8080,3
"Cloverfield Paradox, The",2018,2548396,8082,3
"Love, Simon",2018,5164432,8142,1
Hearts Beat Loud,2018,7158430,8091,3
Z-O-M-B-I-E-S,2018,6878820,8199,3
Isle of Dogs,2018,5104604,8137,3
When We First Met,2018,5783956,8112,2
Tomb Raider,2018,1365519,8121,3
Ready Player One,2018,1677720,8125,3
My Little Pony Equestria Girls: Forgotten Friendship,2018,7869818,8126,3
"Heiresses, The",2018,7875464,8128,3
"Titan, The",2018,4986098,8151,2
Life of the Party,2018,5619332,8277,3
A Quiet Place,2018,6644200,8157,3
En guerre,2018,7555774,8276,1
Avengers: Infinity War,2018,4154756,8178,3
"Guernsey Literary and Potato Peel Pie Society, The",2018,1289403,8179,3
Sorry to Bother You,2018,5688932,8324,1
"Kissing Booth, The",2018,3799232,8214,3
Pass Over,2018,7768846,8263,0
Deadpool 2,2018,5463162,8229,2
Au poste!,2018,7156222,8319,0
Ant-Man and the Wasp,2018,5095030,8318,3
Tully,2018,5610554,8239,3
American Animals,2018,6212478,8317,1
Solo: A Star Wars Story,2018,3778644,8246,2
"Man Who Killed Don Quixote, The",2018,1318517,8247,1
Tag,2018,2854926,8313,3
Incredibles 2,2018,3606756,8290,3
Kaala,2018,6929642,8310,3
Alex Strangelove,2018,5688996,8298,2
Set It Up,2018,5304992,8308,3
Jurassic World: Fallen Kingdom,2018,4881806,8302,3
Mamma Mia! Here We Go Again,2018,6911608,8337,3
Mission Impossible: Fallout,2018,4912910,8342,1
"First Purge , The",2018,6133466,8343,3
Teen Titans Go! To the Movies,2018,7424200,8345,3
Woman at War,2018,7279188,8349,3
Blindspotting,2018,7242142,8351,1
Eighth Grade,2018,7014006,8359,3
"Spy Who Dumped Me, The",2018,6663582,8362,3
Christopher Robin,2018,4575576,8364,2
I Feel Pretty,2018,6791096,8365,3
BlacKkKlansman,2018,7349662,8368,3
"Meg, The",2018,4779682,8369,3
Crazy Rich Asians,2018,3104988,8378,3
"Darkest Minds, The",2018,4073790,8380,3
Rampage,2018,2231461,8381,3
Le monde est a toi,2018,6892462,8382,2
Patient Zero,2018,3458254,8383,1
To All the Boys I&#39;ve Loved Before,2018,3846674,8385,3
Alpha,2018,4244998,8386,0
Carmen y Lola,2018,7485508,8395,3
6 Balloons,2018,6142496,8396,3
Burning,2018,7282468,8397,0
Sheherazade,2018,8459250,8399,3
"Wild Pear Tree, The",2018,6628102,8400,2
Slender Man,2018,5690360,8407,3
"Predator, The",2018,3829266,8414,1
A Simple Favor,2018,7040874,8420,3
My hero academia: Two heroes,2018,7745068,8422,3
Nappily Ever Aftet,2018,0365545,8423,3
Johnny English Strikes Again,2018,6921996,8424,1
"House with a Clock in Its Walls, The",2018,2119543,8425,1
Smallfoot,2018,6182908,8427,3
A Star Is Born,2018,1517451,8430,3
Venom,2018,1270797,8431,1
Red Joan,2018,7615302,9187,3
Blockers,2018,2531344,8433,3
Sierra Burgess Is a Loser,2018,3120280,8434,3
An Elephant Sitting Still (Da xiang xi di er zuo),2018,8020896,8443,0
Apostle,2018,6217306,8444,3
First Man,2018,1213641,8445,3
Halloween,2018,1502407,8452,3
"Girl in the Spider&#39;s Web, The",2018,5177088,8457,3
A Wrinkle in Time,2018,1620680,8459,3
Mandy,2018,6998518,8461,3
Bohemian Rhapsody,2018,1727824,8462,2
Suspiria,2018,1034415,8465,3
Searching,2018,7668870,8472,1
En liberte!,2018,7534068,8474,2
Book Club,2018,6857166,8475,3
Jefe,2018,7527538,8481,2
Spider-Man : Into the Spider-Verse,2018,4633694,8523,1
Fantastic Beasts: The Crimes of Grindelwald,2018,4123430,8484,2
Can You Ever Forgive Me?,2018,4595882,8485,3
Please Stand By,2018,4652650,8489,3
"Favourite, The",2018,5083738,8490,3
Widows,2018,4218572,8491,3
Ralph Breaks the Internet,2018,5848272,8492,3
Hold the Dark,2018,5057140,8495,1
Aquaman,2018,1477834,8522,3
"Ballad of Buster Scruggs, The",2018,6412452,8497,1
"Hate U Give, The",2018,5580266,8498,3
Mid90s,2018,5613484,8499,1
Dog Days,2018,7365604,8521,3
Green Book,2018,6966692,8512,1
Dumplin&#39;,2018,4878482,8514,3
Bella Ciao!,2018,5861756,8517,3
Creed II,2018,6343314,8518,3
Wildling,2018,5085924,8520,3
Colette,2018,5437928,8567,3
Roma,2018,6155172,8571,3
Mortal Engines,2018,1571234,8572,3
Mary Queen of Scots,2018,2328900,8573,3
Bird Box,2018,2737304,8574,3
Mary Poppins Returns,2018,5028340,8575,3
Vice,2018,6266538,8577,2
"Old Man &amp; the Gun, The",2018,2837574,8578,1
Skate Kitchen,2018,7545566,8579,3
Free Solo,2018,7775622,8580,1
Overboard,2018,1563742,8582,3
Bumblebee,2018,4701182,8585,3
On the Basis of Sex,2018,4669788,8587,3
If Beale Street Could Talk,2018,7125860,8588,3
Cold War,2018,6543652,8590,3
Ben Is Back,2018,7545524,8591,3
Rafiki,2018,8286894,8596,3
L&#39;animale,2018,6169920,8597,3
"Miseducation of Cameron Post, The",2018,6257174,8598,3
Dude,2018,3458510,8608,3
Shoplifters,2018,8075192,8611,3
Andid edlilega (And Breathe Normally),2018,6776106,8612,3
"Sisters Brothers, The",2018,4971344,8613,1
Stan &amp; Ollie,2018,3385524,8618,3
"Mule, The",2018,7959026,8626,2
First Match,2018,6061074,8630,3
Cam,2018,8361028,8631,3
Dead in a Week: Or Your Money Back,2018,3525168,8635,1
"Nutcracker and the Four Realms, The",2018,5523010,8637,3
A private war,2018,2368254,8651,1
"Miracle Season, The",2018,5427194,8654,3
Assassination Nation,2018,6205872,8656,3
Greta,2018,2639336,8658,3
La chute de l&#39;empire americain,2018,7231342,8660,1
Instant Family,2018,7401588,8661,3
Vox Lux,2018,5960374,8662,3
Quien te cantara,2018,6485304,8667,3
Robin Hood,2018,4532826,8671,1
Don&#39;t Leave Home,2018,6842126,8674,3
Bullitt County,2018,6140148,8678,3
Destination Wedding,2018,6987770,8683,0
"Death and Life of John F. Donovan, The",2018,4042818,8688,2
Destroyer,2018,7137380,8690,3
Tito e os Passaros,2018,8327492,8708,1
My Little Pony Equestria Girls: Rollercoaster of Friendship,2018,8717590,8711,3
"Front Runner, The",2018,7074886,8713,2
Wild Rose,2018,5117428,8714,3
They Shall Not Grow Old,2018,7905466,8715,0
Say My Name,2018,7250378,8718,3
Jonathan,2018,5639446,8724,1
Andhadhun,2018,8108198,8730,2
Den of thieves,2018,1259528,8733,2
Jane Fonda in Five Acts,2018,7689958,8734,3
You,2018,7335184,8743,3
Raazi,2018,7098658,8754,3
Deslembro,2018,8900098,8757,3
It&#39;s a Beautiful Day,2018,8457260,8762,0
"Honor List, The",2018,7237666,8780,3
Genese,2018,8287690,8785,0
Deep Murder,2018,6975598,8788,3
I Like Me,2018,7134690,8792,3
Swiped,2018,4867110,8797,2
Float Like A Butterfly,2018,7636672,8802,3
Black 47,2018,3208026,8803,1
Support the Girls,2018,6859352,8809,3
Sgt. Stubby: An American Hero,2018,5314190,8822,0
Boy Erased,2018,7008872,8832,1
McQueen,2018,6510332,8833,0
Bad Times at the El Royale,2018,6628394,8839,2
Second Act,2018,2126357,8851,1
fifty shade freed,2018,4477536,8858,1
Lords of Chaos,2018,4669296,8878,0
Welcome to Marwen,2018,3289724,8885,2
NIght School,2018,6781982,8890,3
"Chaperone, The",2018,2690226,8921,3
In Fabric,2018,7464188,8931,3
Les invisibles,2018,8633950,8938,3
Simmba,2018,7212726,8961,1
"Happytime Murders, The",2018,1308728,8977,3
Meio Irmao,2018,6678876,9011,3
Egg,2018,7317324,9012,3
La camarista,2018,8331988,9019,3
Constantine: City of Demons,2018,6404896,9020,2
"Public, The",2018,3294746,9032,3
Agapornis,2018,8479120,9061,3
Saints Rest,2018,5936578,9066,3
Tyler Perry&#39;s Acrimony,2018,6063050,9074,1
Senses 1&amp;2,2018,10174382,9077,3
Braven,2018,5001754,9111,3
We Have Always Lived in the Castle,2018,5952138,9116,3
Snapshots,2018,5322168,9117,3
Ted - For karlekens skull,2018,6204018,9125,0
Tau,2018,4357394,9127,3
Hjartat,2018,6164698,9129,3
Innan vintern kommer,2018,7791048,9131,0
"Cake General, The",2018,6889032,9132,3
Amatorer,2018,7893992,9133,3
Toppen av ingenting,2018,6258766,9134,0
La tribu,2018,6708044,9137,3
Ophelia,2018,5690810,9140,3
"Grinch, The",2018,2709692,9150,3
I am Not an Easy Man / Je ne suis pas un homme facile,2018,6857988,9153,3
Rampant,2018,6927152,9163,1
Climax,2018,8359848,9167,3
"Transcendents, The",2018,5980638,9235,3
Banana Split,2018,7755856,9245,3
Diamantino,2018,6522668,9260,3
Capernaum,2018,8267604,9287,3
Gekijo-ban Non Non Biyori: Vacation,2018,7785128,9303,3
Possum,2018,6081670,9307,0
"House That Jack Built, The",2018,4003440,9308,1
"Princess Switch, The",2018,8954732,9357,3
Level 16,2018,4006302,9412,3
"Last Sharknado: It&#39;s About Time, The",2018,8031422,9420,3
In Safe Hands,2018,7543930,9450,1
Tell It to the Bees,2018,7241926,9447,3
Furlough,2018,5291792,9445,3
Delirium,2018,2069797,9478,1
K.G.F: Chapter 1,2018,7838252,9961,1
Ask for Jane,2018,6466058,9503,3
Upgrade,2018,6499752,9520,2
Deep Blue Sea 2,2018,7086706,9542,1
Master Z: The Ip Man Legacy,2018,7262882,9568,3
Anon,2018,5397194,9630,0
"Breaker Upperers, The",2018,6728096,9798,3
She-Ra and the Princesses of Power,2018,7745956,9807,3
"Fortnite: Battle, Build, Survive!",2018,11791228,9858,3
Bethany Hamilton: Unstoppable,2018,6435258,10049,1
Bearkittens,2018,7225144,9968,3
Undertow,2018,6342316,9969,3
"Boat, The",2018,7468616,9976,0
What Keeps You Alive,2018,7073710,10032,3
Zoe,2018,6010628,10089,3
Timeless,2018,5511582,10165,3
Mirage,2018,6908274,10125,3
Daphne &amp; Velma,2018,7689052,10134,3
"Strangers: Prey At Night, The",2018,1285009,10146,3
Ast&eacute;rix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),2018,8001346,10189,2
Wild Nights with Emily,2018,5176580,10217,3
Luke Cage,2018,3322314,10229,1
Sherlock Gnomes,2018,2296777,10250,3
Next Gen,2018,7133686,10252,3
I Want to Eat Your Pancreas,2018,7236034,10258,3
Lizzie,2018,5160938,10270,1
Life Itself,2018,5989218,10363,3
"Death of Superman, The",2018,7167658,10390,3
Operation Finale,2018,5208252,10392,1
Death Toilet,2018,8760724,10405,0
Where Hands Touch,2018,1235187,10419,3
Charlie Says,2018,1759744,10491,3
Persona 5 The Animation,2018,8010544,10529,1
Fast Color,2018,6418778,10650,3
"Tower, The",2018,5847768,10639,3
No me digas solterona,2018,,10659,1
Oceans 8,2018,,10661,1
Beautiful Boy,2018,1226837,10669,1
Hanalei Bay,2018,8332772,10693,0
Hotel Artemis,2018,5834262,10735,3
Rim of the World,2019,8179388,8749,0
How to Train Your Dragon: The Hidden World,2019,2386490,8607,2
We Are Little Zombies,2019,9358120,8609,2
"Kid Who Would Be King, The",2019,6811018,8615,1
Polar,2019,4139588,8616,2
Close,2019,5316540,8617,3
Serenity,2019,6476140,8620,1
Soni,2019,6078866,8623,3
Us,2019,6857112,8681,3
Cold Pursuit,2019,5719748,8639,1
"Wandering Earth (Liu Lang Di Qiu), The",2019,7605074,8640,3
Alita: Battle Angel,2019,0437086,8642,3
"Lego Movie 2: The Second Part, The",2019,3513498,8645,3
American Woman,2019,9109492,8647,3
Le chant du loup,2019,7458762,8655,0
Isn&#39;t It Romantic,2019,2452244,8659,3
Captain Marvel,2019,4154664,8668,3
Fighting with My Family,2019,6513120,8679,3
Happy Death Day 2U,2019,8155288,8684,3
Triple Frontier,2019,1488606,8687,1
Shazam!,2019,0448115,8693,3
Gully Boy,2019,2395469,8699,1
My Little Pony: Equestria Girls: Spring Breakdown,2019,8734872,8709,3
Someone Great,2019,8075260,8717,3
Zoombies 2,2019,9670282,8796,3
Avengers: Endgame,2019,4154796,8720,3
"Curse of La Llorona, The",2019,4913966,8722,3
Guava Island,2019,8858104,8725,2
"Silence, The",2019,7315484,8727,3
Miss Bala,2019,5941692,8728,3
Pokemon Detective Pikachu,2019,5884052,8740,3
"Hustle, The",2019,1298644,8741,3
Unplanned,2019,9024106,8742,3
Wine Country,2019,8169446,8744,3
Booksmart,2019,1489887,8747,3
Aladdin,2019,6139732,8750,3
Nancy Drew and the Hidden Staircase,2019,8323104,8753,3
John Wick: Chapter 3 - Parabellum,2019,6146586,8755,1
Ma,2019,7958736,8758,3
Always Be My Maybe,2019,7374948,8760,3
Dark Phoenix,2019,6565702,8761,3
"Perfect Date, The",2019,8201170,8763,2
Late Night,2019,6107548,8764,3
Brightburn,2019,7752126,8765,2
Godzilla: King of the Monsters,2019,3741700,8766,3
I Am Mother,2019,6292852,8767,3
Gisaengchung,2019,6751668,8768,3
Toy Story 4,2019,1979376,8772,3
Annabelle Comes Home,2019,8350360,8775,3
Effigy &#150;&nbsp;Poison and the City,2019,9075008,8777,3
Article 15,2019,10324144,8778,1
Pause,2019,6590856,9186,2
Spider-Man: Far from Home,2019,6320628,8781,1
Midsommar,2019,8772262,8784,3
Anna,2019,7456310,8786,3
"Lion King, The",2019,6105098,8790,3
Crawl,2019,8364368,8791,3
Once Upon a Time ... In Hollywood,2019,7131622,8804,3
Sword of Trust,2019,8484012,8805,3
"Farewell, The",2019,8637428,8807,3
Fast &amp; Furious Presents: Hobbs &amp; Shaw,2019,6806448,8808,2
Animals,2019,4426738,8810,3
Five Feet Apart,2019,6472976,8813,3
Kim Possible,2019,7979492,8814,3
"Art of Racing in the Rain, The",2019,1478839,8815,2
Descendants 3,2019,8022928,8816,3
Pet Sematary,2019,0837563,8824,3
Tolkien,2019,3361792,8825,2
See You Yesterday,2019,8743064,8834,3
Turma da Monica: Lacos,2019,8169552,8835,2
"Where&#39;d You Go, Bernadette",2019,2365580,8836,3
Terminator: Dark Fate,2019,6450804,8838,3
Brittany Runs A Marathon,2019,7671064,8840,3
Dora and the Lost City of Gold,2019,7547410,8841,3
Jawline,2019,8499102,8845,0
Steven Universe: The Movie,2019,10515852,8850,3
Pentagram,2019,7711764,8852,1
Tall Girl,2019,9252508,8853,3
Ad Astra,2019,2935510,8855,1
Bacurau,2019,2762506,8857,3
Ready or Not,2019,7798634,8861,3
Lucy in the Sky,2019,4682804,8862,3
Joker,2019,7286456,8863,3
Canceled,2019,9239816,8864,3
Downton Abbey,2019,6398184,8866,3
Scary Stories to Tell in the Dark,2019,3387520,8867,3
Gemini Man,2019,1025100,8868,1
Ford v Ferrari,2019,1950186,8869,0
Hustlers,2019,5503686,8870,3
Maleficent: Mistress of Evil,2019,4777008,8876,3
"Laundromat, The",2019,5865326,8877,3
"King, The",2019,7984766,8881,1
Portrait of a Lady on Fire,2019,8613070,8882,3
"Gentlemen, The",2019,8367814,8982,3
What Men Want,2019,7634968,8884,1
After,2019,4126476,8886,3
Abominable,2019,6324278,8889,3
Harriet,2019,4648786,8892,3
Marriage Story,2019,7653254,8893,2
"Lighthouse, The",2019,7984734,8894,0
It Chapter 2,2019,7349950,8895,3
Last Christmas,2019,8623904,8899,3
Luce,2019,7616148,8900,3
Klaus,2019,4729430,8901,1
"Knight Before Christmas, The",2019,10060094,8902,3
Jojo Rabbit,2019,2584384,8903,3
Midway,2019,6924650,8904,1
Charlie&#39;s Angels,2019,5033998,8905,3
Knives Out,2019,8946378,8907,3
Motherless Brooklyn,2019,0385887,8910,3
A Beautiful Day in the Neighborhood,2019,3224458,8911,2
Clementine,2019,7311036,8912,3
Queen &amp; Slim,2019,8722346,8913,2
Doctor Sleep,2019,5606664,8914,3
"Irishman, The",2019,1302006,8915,1
Frozen 2,2019,4520988,8916,3
Unbelievable,2019,7909970,8917,3
Les Miserables,2019,10199590,8918,0
Zombieland: Double Tap,2019,1560220,8927,3
Tekst,2019,10767426,8932,1
Satanic Panic,2019,8510350,8934,3
Star Wars: Episode IX - The Rise of Skywalker,2019,2527338,8936,3
Yesterday,2019,8079248,8937,1
Her Smell,2019,7942742,8940,3
Cats,2019,5697572,8941,3
Rambo: Last Blood,2019,1206885,8942,2
Good Boys,2019,7343762,8943,3
A Dog&#39;s Journey,2019,8385474,8946,3
Monos,2019,6062774,8948,3
Little Women,2019,3281548,8949,3
"Aeronauts, The",2019,6141246,8950,3
Uncut Gems,2019,5727208,8951,2
Sorry We Missed You,2019,8359816,8980,3
"Goldfinch, The",2019,3864056,8953,1
"Two Popes, The",2019,8404614,8956,1
1917,2019,8579674,8962,0
Just Mercy,2019,4916630,8979,2
Little Joe,2019,9204204,8967,3
Anya,2019,7488288,8968,3
For Sama,2019,9617456,8969,3
Troop Zero,2019,2404465,8970,3
Cosmos,2019,4477292,8972,0
Jeanne,2019,8669356,8974,3
"Shiny Shrimps, The",2019,6918220,8975,0
Une fille facile,2019,9632590,8976,3
In the Tall Grass,2019,4687108,8978,1
El Camino: A Breaking Bad Movie,2019,9243946,8984,1
Weathering with You,2019,9426210,8988,3
Jumanji: The Next Level,2019,7975244,8993,1
O Filme do Bruno Aleixo,2019,10244726,8995,0
Paddleton,2019,8041276,9015,0
Seberg,2019,1780967,9018,3
Straight Up,2019,8855960,9023,3
Can You Keep A Secret?,2019,8707922,9027,3
i lost my body,2019,9806192,9035,0
"Platform, The",2019,8228288,9047,1
Iron Sky: The Coming Race,2019,3038708,9067,3
"Specials, The",2019,8655470,9068,1
Color Out of Space,2019,5073642,9069,2
Otherhood,2019,4180560,9080,3
7500,2019,6436726,9175,1
Secret Obsession,2019,9419834,9086,1
HELEN,2019,10308528,9089,1
Spies in Disguise,2019,5814534,9090,3
Saand Ki Aankh,2019,8108206,9097,3
Missing Link,2019,6348138,9099,1
Murder Mystery,2019,1618434,9103,1
Bit,2019,8425034,9109,3
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2019,8659948,9112,3
Bombshells and Dollies,2019,6065988,9115,3
"Dead Don&#39;t Die, The",2019,8695030,9122,3
"Report, The",2019,8236336,9143,0
Furie,2019,9412268,9371,3
Rocketman,2019,2066051,9146,3
Under The Silver Lake,2019,5691670,9149,0
"Vast of Night, The",2019,6803046,9159,3
Long Shot,2019,2139881,9168,3
Guns Akimbo,2019,6902676,9189,3
"Last Full Measure, The",2019,0783640,9198,1
Bad Education,2019,8206668,9204,3
Vivarium,2019,8368406,9212,3
Before You Know It,2019,8856090,9214,3
"Ground Beneath My Feet, The",2019,7902124,9218,3
"Beach Bum, The",2019,6511932,9219,1
Une Paire de Jumelles,2019,9217514,9222,3
"Body Remembers When The World Broke Open, The",2019,8230872,9232,3
Saint Frances,2019,9016016,9244,3
Frankie,2019,8019694,9249,3
